,Dep_Airport,Dep_City,Dest_Airport,Dest_City,utc_departure,utc_arrival,return_utc_departure,return_utc_arrival,nights_in_dest,fare_category,price_PLN,airline_id,distance_km
1191,WRO,Wrocław,LTN,London,2024-04-08 17:35:00,2024-04-08 19:50:00,2024-04-20 20:35:00,2024-04-20 22:40:00,12,M,409,W6,1196.24
1192,WRO,Wrocław,LTN,London,2024-04-08 17:35:00,2024-04-08 19:50:00,2024-04-18 20:35:00,2024-04-18 22:40:00,10,M,409,W6,1196.24
1193,WRO,Wrocław,LTN,London,2024-04-08 17:35:00,2024-04-08 19:50:00,2024-04-14 20:35:00,2024-04-14 22:40:00,6,M,435,W6,1196.24
1194,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-11 20:35:00,2024-04-11 22:40:00,2,M,365,W6,1196.24
1195,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-10 20:35:00,2024-04-10 22:40:00,1,M,365,W6,1196.24
1196,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-16 20:35:00,2024-04-16 22:40:00,7,M,365,W6,1196.24
1197,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-15 20:35:00,2024-04-15 22:40:00,6,M,365,W6,1196.24
1198,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-13 20:35:00,2024-04-13 22:40:00,4,M,365,W6,1196.24
1199,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-17 20:35:00,2024-04-17 22:40:00,8,M,379,W6,1196.24
1200,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-12 20:35:00,2024-04-12 22:40:00,3,M,389,W6,1196.24
1201,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-20 20:35:00,2024-04-20 22:40:00,11,M,409,W6,1196.24
1202,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-12 14:55:00,2024-04-12 17:00:00,3,M,409,W6,1196.24
1203,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-23 20:35:00,2024-04-23 22:40:00,14,M,409,W6,1196.24
1204,WRO,Wrocław,LTN,London,2024-04-09 17:35:00,2024-04-09 19:55:00,2024-04-18 20:35:00,2024-04-18 22:40:00,9,M,409,W6,1196.24
1205,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-16 20:35:00,2024-04-16 22:40:00,6,M,315,W6,1196.24
1206,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-15 20:35:00,2024-04-15 22:40:00,5,M,315,W6,1196.24
1207,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-13 20:35:00,2024-04-13 22:40:00,3,M,315,W6,1196.24
1208,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,14,M,315,W6,1196.24
1209,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-11 20:35:00,2024-04-11 22:40:00,1,M,315,W6,1196.24
1210,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-17 20:35:00,2024-04-17 22:40:00,7,M,329,W6,1196.24
1211,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-12 20:35:00,2024-04-12 22:40:00,2,M,339,W6,1196.24
1212,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-18 20:35:00,2024-04-18 22:40:00,8,M,359,W6,1196.24
1213,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-23 20:35:00,2024-04-23 22:40:00,13,M,359,W6,1196.24
1214,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-12 14:55:00,2024-04-12 17:00:00,2,M,359,W6,1196.24
1215,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-20 20:35:00,2024-04-20 22:40:00,10,M,359,W6,1196.24
1216,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-14 20:35:00,2024-04-14 22:40:00,4,M,385,W6,1196.24
1217,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-22 20:35:00,2024-04-22 22:40:00,12,M,389,W6,1196.24
1218,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-19 14:55:00,2024-04-19 17:00:00,9,M,409,W6,1196.24
1219,WRO,Wrocław,LTN,London,2024-04-10 17:35:00,2024-04-10 19:55:00,2024-04-22 14:55:00,2024-04-22 17:00:00,12,M,409,W6,1196.24
1220,WRO,Wrocław,LTN,London,2024-04-11 17:35:00,2024-04-11 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,13,M,425,W6,1196.24
1221,WRO,Wrocław,LTN,London,2024-04-11 17:35:00,2024-04-11 19:55:00,2024-04-13 20:35:00,2024-04-13 22:40:00,2,M,425,W6,1196.24
1222,WRO,Wrocław,LTN,London,2024-04-11 17:35:00,2024-04-11 19:55:00,2024-04-15 20:35:00,2024-04-15 22:40:00,4,M,425,W6,1196.24
1223,WRO,Wrocław,LTN,London,2024-04-11 17:35:00,2024-04-11 19:55:00,2024-04-16 20:35:00,2024-04-16 22:40:00,5,M,425,W6,1196.24
1224,WRO,Wrocław,LTN,London,2024-04-12 11:55:00,2024-04-12 14:15:00,2024-04-16 20:35:00,2024-04-16 22:40:00,4,M,425,W6,1196.24
1225,WRO,Wrocław,LTN,London,2024-04-12 11:55:00,2024-04-12 14:15:00,2024-04-15 20:35:00,2024-04-15 22:40:00,3,M,425,W6,1196.24
1226,WRO,Wrocław,LTN,London,2024-04-12 11:55:00,2024-04-12 14:15:00,2024-04-13 20:35:00,2024-04-13 22:40:00,1,M,425,W6,1196.24
1227,WRO,Wrocław,LTN,London,2024-04-12 11:55:00,2024-04-12 14:15:00,2024-04-24 20:35:00,2024-04-24 22:40:00,12,M,425,W6,1196.24
1228,WRO,Wrocław,LTN,London,2024-04-12 17:35:00,2024-04-12 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,12,M,425,W6,1196.24
1229,WRO,Wrocław,LTN,London,2024-04-12 17:35:00,2024-04-12 19:55:00,2024-04-13 20:35:00,2024-04-13 22:40:00,1,M,425,W6,1196.24
1230,WRO,Wrocław,LTN,London,2024-04-12 17:35:00,2024-04-12 19:55:00,2024-04-15 20:35:00,2024-04-15 22:40:00,3,M,425,W6,1196.24
1231,WRO,Wrocław,LTN,London,2024-04-12 17:35:00,2024-04-12 19:55:00,2024-04-16 20:35:00,2024-04-16 22:40:00,4,M,425,W6,1196.24
1232,WRO,Wrocław,LTN,London,2024-04-15 11:55:00,2024-04-15 14:15:00,2024-04-24 20:35:00,2024-04-24 22:40:00,9,M,425,W6,1196.24
1233,WRO,Wrocław,LTN,London,2024-04-15 11:55:00,2024-04-15 14:15:00,2024-04-16 20:35:00,2024-04-16 22:40:00,1,M,425,W6,1196.24
1234,WRO,Wrocław,LTN,London,2024-04-15 17:35:00,2024-04-15 19:50:00,2024-04-24 20:35:00,2024-04-24 22:40:00,9,M,385,W6,1196.24
1235,WRO,Wrocław,LTN,London,2024-04-15 17:35:00,2024-04-15 19:50:00,2024-04-16 20:35:00,2024-04-16 22:40:00,1,M,385,W6,1196.24
1236,WRO,Wrocław,LTN,London,2024-04-15 17:35:00,2024-04-15 19:50:00,2024-04-17 20:35:00,2024-04-17 22:40:00,2,M,399,W6,1196.24
1237,WRO,Wrocław,LTN,London,2024-04-15 17:35:00,2024-04-15 19:50:00,2024-04-29 20:35:00,2024-04-29 22:40:00,14,M,408,W6,1196.24
1238,WRO,Wrocław,LTN,London,2024-04-15 17:35:00,2024-04-15 19:50:00,2024-04-20 20:35:00,2024-04-20 22:40:00,5,M,428,W6,1196.24
1239,WRO,Wrocław,LTN,London,2024-04-15 17:35:00,2024-04-15 19:50:00,2024-04-23 20:35:00,2024-04-23 22:40:00,8,M,428,W6,1196.24
1240,WRO,Wrocław,LTN,London,2024-04-15 17:35:00,2024-04-15 19:50:00,2024-04-18 20:35:00,2024-04-18 22:40:00,3,M,428,W6,1196.24
1241,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,8,M,275,W6,1196.24
1242,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-17 20:35:00,2024-04-17 22:40:00,1,M,289,W6,1196.24
1243,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-29 20:35:00,2024-04-29 22:40:00,13,M,298,W6,1196.24
1244,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-23 20:35:00,2024-04-23 22:40:00,7,M,318,W6,1196.24
1245,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-20 20:35:00,2024-04-20 22:40:00,4,M,318,W6,1196.24
1246,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-18 20:35:00,2024-04-18 22:40:00,2,M,318,W6,1196.24
1247,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-26 14:55:00,2024-04-26 17:00:00,10,M,345,W6,1196.24
1248,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-22 20:35:00,2024-04-22 22:40:00,6,M,348,W6,1196.24
1249,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-19 14:55:00,2024-04-19 17:00:00,3,M,369,W6,1196.24
1250,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-22 14:55:00,2024-04-22 17:00:00,6,M,369,W6,1196.24
1251,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-27 20:35:00,2024-04-27 22:40:00,11,M,369,W6,1196.24
1252,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-26 20:35:00,2024-04-26 22:40:00,10,M,369,W6,1196.24
1253,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-29 14:55:00,2024-04-29 17:00:00,13,M,369,W6,1196.24
1254,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-25 20:35:00,2024-04-25 22:40:00,9,M,388,W6,1196.24
1255,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-30 20:35:00,2024-04-30 22:40:00,14,M,388,W6,1196.24
1256,WRO,Wrocław,LTN,London,2024-04-16 17:35:00,2024-04-16 19:55:00,2024-04-28 20:35:00,2024-04-28 22:40:00,12,M,416,W6,1196.24
1257,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,7,M,335,W6,1196.24
1258,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-29 20:35:00,2024-04-29 22:40:00,12,M,358,W6,1196.24
1259,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-23 20:35:00,2024-04-23 22:40:00,6,M,378,W6,1196.24
1260,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-18 20:35:00,2024-04-18 22:40:00,1,M,378,W6,1196.24
1261,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-20 20:35:00,2024-04-20 22:40:00,3,M,378,W6,1196.24
1262,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-26 14:55:00,2024-04-26 17:00:00,9,M,405,W6,1196.24
1263,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-22 20:35:00,2024-04-22 22:40:00,5,M,408,W6,1196.24
1264,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-22 14:55:00,2024-04-22 17:00:00,5,M,428,W6,1196.24
1265,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-27 20:35:00,2024-04-27 22:40:00,10,M,428,W6,1196.24
1266,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-19 14:55:00,2024-04-19 17:00:00,2,M,428,W6,1196.24
1267,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-26 20:35:00,2024-04-26 22:40:00,9,M,428,W6,1196.24
1268,WRO,Wrocław,LTN,London,2024-04-17 17:35:00,2024-04-17 19:55:00,2024-04-29 14:55:00,2024-04-29 17:00:00,12,M,428,W6,1196.24
1269,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,6,M,245,W6,1196.24
1270,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-29 20:35:00,2024-04-29 22:40:00,11,M,268,W6,1196.24
1271,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-20 20:35:00,2024-04-20 22:40:00,2,M,289,W6,1196.24
1272,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-23 20:35:00,2024-04-23 22:40:00,5,M,289,W6,1196.24
1273,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-26 14:55:00,2024-04-26 17:00:00,8,M,315,W6,1196.24
1274,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-22 20:35:00,2024-04-22 22:40:00,4,M,318,W6,1196.24
1275,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-29 14:55:00,2024-04-29 17:00:00,11,M,339,W6,1196.24
1276,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-27 20:35:00,2024-04-27 22:40:00,9,M,339,W6,1196.24
1277,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-22 14:55:00,2024-04-22 17:00:00,4,M,339,W6,1196.24
1278,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-19 14:55:00,2024-04-19 17:00:00,1,M,339,W6,1196.24
1279,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-26 20:35:00,2024-04-26 22:40:00,8,M,339,W6,1196.24
1280,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-30 20:35:00,2024-04-30 22:40:00,12,M,358,W6,1196.24
1281,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-25 20:35:00,2024-04-25 22:40:00,7,M,358,W6,1196.24
1282,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-28 20:35:00,2024-04-28 22:40:00,10,M,386,W6,1196.24
1283,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-05-01 20:35:00,2024-05-01 22:40:00,13,M,386,W6,1196.24
1284,WRO,Wrocław,LTN,London,2024-04-18 17:35:00,2024-04-18 19:55:00,2024-04-19 20:35:00,2024-04-19 22:40:00,1,M,428,W6,1196.24
1285,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-24 20:35:00,2024-04-24 22:40:00,5,M,205,W6,1196.24
1286,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-29 20:35:00,2024-04-29 22:40:00,10,M,229,W6,1196.24
1287,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-20 20:35:00,2024-04-20 22:40:00,1,M,249,W6,1196.24
1288,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-23 20:35:00,2024-04-23 22:40:00,4,M,249,W6,1196.24
1289,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-26 14:55:00,2024-04-26 17:00:00,7,M,275,W6,1196.24
1290,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-22 20:35:00,2024-04-22 22:40:00,3,M,279,W6,1196.24
1291,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-27 20:35:00,2024-04-27 22:40:00,8,M,299,W6,1196.24
1292,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-22 14:55:00,2024-04-22 17:00:00,3,M,299,W6,1196.24
1293,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-29 14:55:00,2024-04-29 17:00:00,10,M,299,W6,1196.24
1294,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-26 20:35:00,2024-04-26 22:40:00,7,M,299,W6,1196.24
1295,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-30 20:35:00,2024-04-30 22:40:00,11,M,318,W6,1196.24
1296,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-25 20:35:00,2024-04-25 22:40:00,6,M,318,W6,1196.24
1297,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-05-01 20:35:00,2024-05-01 22:40:00,12,M,346,W6,1196.24
1298,WRO,Wrocław,LTN,London,2024-04-19 11:55:00,2024-04-19 14:15:00,2024-04-28 20:35:00,2024-04-28 22:40:00,9,M,346,W6,1196.24
1299,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,5,M,245,W6,1196.24
1300,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-29 20:35:00,2024-04-29 22:40:00,10,M,268,W6,1196.24
1301,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-20 20:35:00,2024-04-20 22:40:00,1,M,289,W6,1196.24
1302,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-23 20:35:00,2024-04-23 22:40:00,4,M,289,W6,1196.24
1303,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-26 14:55:00,2024-04-26 17:00:00,7,M,315,W6,1196.24
1304,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-22 20:35:00,2024-04-22 22:40:00,3,M,318,W6,1196.24
1305,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-29 14:55:00,2024-04-29 17:00:00,10,M,339,W6,1196.24
1306,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-27 20:35:00,2024-04-27 22:40:00,8,M,339,W6,1196.24
1307,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-22 14:55:00,2024-04-22 17:00:00,3,M,339,W6,1196.24
1308,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-26 20:35:00,2024-04-26 22:40:00,7,M,339,W6,1196.24
1309,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-25 20:35:00,2024-04-25 22:40:00,6,M,358,W6,1196.24
1310,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-30 20:35:00,2024-04-30 22:40:00,11,M,358,W6,1196.24
1311,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-05-01 20:35:00,2024-05-01 22:40:00,12,M,386,W6,1196.24
1312,WRO,Wrocław,LTN,London,2024-04-19 17:35:00,2024-04-19 19:55:00,2024-04-28 20:35:00,2024-04-28 22:40:00,9,M,386,W6,1196.24
1313,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,4,M,225,W6,1196.24
1314,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-29 20:35:00,2024-04-29 22:40:00,9,M,249,W6,1196.24
1315,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-23 20:35:00,2024-04-23 22:40:00,3,M,269,W6,1196.24
1316,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-26 14:55:00,2024-04-26 17:00:00,6,M,295,W6,1196.24
1317,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-22 20:35:00,2024-04-22 22:40:00,2,M,299,W6,1196.24
1318,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-22 14:55:00,2024-04-22 17:00:00,2,M,319,W6,1196.24
1319,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-29 14:55:00,2024-04-29 17:00:00,9,M,319,W6,1196.24
1320,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-26 20:35:00,2024-04-26 22:40:00,6,M,319,W6,1196.24
1321,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-27 20:35:00,2024-04-27 22:40:00,7,M,319,W6,1196.24
1322,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-30 20:35:00,2024-04-30 22:40:00,10,M,339,W6,1196.24
1323,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-25 20:35:00,2024-04-25 22:40:00,5,M,339,W6,1196.24
1324,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-05-01 20:35:00,2024-05-01 22:40:00,11,M,366,W6,1196.24
1325,WRO,Wrocław,LTN,London,2024-04-20 17:35:00,2024-04-20 19:55:00,2024-04-28 20:35:00,2024-04-28 22:40:00,8,M,366,W6,1196.24
1326,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-24 20:35:00,2024-04-24 22:40:00,3,M,335,W6,1196.24
1327,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-29 20:35:00,2024-04-29 22:40:00,8,M,358,W6,1196.24
1328,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-23 20:35:00,2024-04-23 22:40:00,2,M,378,W6,1196.24
1329,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-26 14:55:00,2024-04-26 17:00:00,5,M,405,W6,1196.24
1330,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-22 20:35:00,2024-04-22 22:40:00,1,M,408,W6,1196.24
1331,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-27 20:35:00,2024-04-27 22:40:00,6,M,428,W6,1196.24
1332,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-29 14:55:00,2024-04-29 17:00:00,8,M,428,W6,1196.24
1333,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-22 14:55:00,2024-04-22 17:00:00,1,M,428,W6,1196.24
1334,WRO,Wrocław,LTN,London,2024-04-21 17:35:00,2024-04-21 19:55:00,2024-04-26 20:35:00,2024-04-26 22:40:00,5,M,428,W6,1196.24
1335,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-24 20:35:00,2024-04-24 22:40:00,2,M,245,W6,1196.24
1336,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-29 20:35:00,2024-04-29 22:40:00,7,M,268,W6,1196.24
1337,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-23 20:35:00,2024-04-23 22:40:00,1,M,289,W6,1196.24
1338,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-26 14:55:00,2024-04-26 17:00:00,4,M,315,W6,1196.24
1339,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-26 20:35:00,2024-04-26 22:40:00,4,M,339,W6,1196.24
1340,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-27 20:35:00,2024-04-27 22:40:00,5,M,339,W6,1196.24
1341,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-29 14:55:00,2024-04-29 17:00:00,7,M,339,W6,1196.24
1342,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-25 20:35:00,2024-04-25 22:40:00,3,M,358,W6,1196.24
1343,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-30 20:35:00,2024-04-30 22:40:00,8,M,358,W6,1196.24
1344,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-05-01 20:35:00,2024-05-01 22:40:00,9,M,386,W6,1196.24
1345,WRO,Wrocław,LTN,London,2024-04-22 11:55:00,2024-04-22 14:15:00,2024-04-28 20:35:00,2024-04-28 22:40:00,6,M,386,W6,1196.24
1346,WRO,Wrocław,LTN,London,2024-04-22 17:35:00,2024-04-22 19:50:00,2024-04-24 20:35:00,2024-04-24 22:40:00,2,M,295,W6,1196.24
1347,WRO,Wrocław,LTN,London,2024-04-22 17:35:00,2024-04-22 19:50:00,2024-04-29 20:35:00,2024-04-29 22:40:00,7,M,318,W6,1196.24
1348,WRO,Wrocław,LTN,London,2024-04-22 17:35:00,2024-04-22 19:50:00,2024-04-23 20:35:00,2024-04-23 22:40:00,1,M,339,W6,1196.24
1349,WRO,Wrocław,LTN,London,2024-04-22 17:35:00,2024-04-22 19:50:00,2024-04-26 14:55:00,2024-04-26 17:00:00,4,M,365,W6,1196.24
1350,WRO,Wrocław,LTN,London,2024-04-22 17:35:00,2024-04-22 19:50:00,2024-04-29 14:55:00,2024-04-29 17:00:00,7,M,389,W6,1196.24
1351,WRO,Wrocław,LTN,London,2024-04-22 17:35:00,2024-04-22 19:50:00,2024-04-27 20:35:00,2024-04-27 22:40:00,5,M,389,W6,1196.24
1352,WRO,Wrocław,LTN,London,2024-04-22 17:35:00,2024-04-22 19:50:00,2024-04-26 20:35:00,2024-04-26 22:40:00,4,M,389,W6,1196.24
1353,WRO,Wrocław,LTN,London,2024-04-22 17:35:00,2024-04-22 19:50:00,2024-04-30 20:35:00,2024-04-30 22:40:00,8,M,408,W6,1196.24
